Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
4.245967142,-16.54087,-0.2008858,-7.330527,0.01266093,0.08275297,1.049521,-3.465871,-25.68363,-41.76478,0.01539062
4.265978461,-15.08552,-2.57643,-7.269517,0.02036602,0.07481178,1.057285,-3.465871,-25.68363,-41.76478,0.01539062
4.285989988,-13.93337,-1.601848,-6.354376,0.02033761,0.03687776,1.026364,-2.740651,-25.3127,-41.75667,0.01539062
4.306004077,-12.84186,-1.358202,-4.646112,0.02035375,0.01372047,1.041505,-2.740651,-25.3127,-41.75667,0.01539062
4.326015395,-10.96204,-0.5054428,-4.036018,0.02035918,0.05958405,1.049511,-3.106825,-24.94816,-41.75336,0.01539062
4.346026912,-10.96204,-1.662759,-3.669961,0.02032111,0.06769402,1.011281,-3.106825,-24.94816,-41.75336,0.01539062
4.366038314,-10.29501,-1.784582,-3.303905,0.02033006,0.03696796,1.018707,-3.106825,-24.94816,-41.75336,0.01539062
4.386049518,-8.415182,-1.480025,-3.608952,0.02031498,0.03714836,1.003392,-3.472815,-24.57687,-42.24615,0.01539062
4.406061013,-6.899195,-1.662759,-3.120876,0.02033077,0.02165003,1.018591,-3.472815,-24.57687,-42.24615,0.01539062
4.426072488,-4.534256,-0.5054428,-2.998857,0.02032901,0.05994486,1.018881,-3.109017,-24.57474,-42.24454,0.01539062
4.446083838,-4.170419,-1.358202,-1.534631,0.02033042,0.02930899,1.018649,-3.109017,-24.57474,-42.24454,0.01539062
4.466095240,-4.170419,-0.8709111,0.2346423,0.02032322,0.02174024,1.010933,-3.109017,-24.57474,-42.24454,0.01539062
4.486106465,-4.291698,-1.23638,1.332812,0.02032217,0.04471713,1.011107,-3.480178,-23.40984,-42.66468,0.01539062
4.506117846,-5.26193,-0.38362,0.7837271,0.03572199,0.09019665,1.019441,-3.480178,-23.40984,-42.66468,0.01539062
4.526129320,-6.777916,2.966507,-0.07040489,0.02036024,0.03660715,1.049337,-3.841388,-23.8465,-42.17592,0.01539062
4.546140774,-7.020474,7.656684,-0.4364614,0.03575322,0.06685895,1.049897,-3.841388,-23.8465,-42.17592,0.01539062
4.566152093,-8.051345,14.78332,0.9667554,0.03575498,0.02856412,1.049607,-3.841388,-23.8465,-42.17592,0.01539062
4.586163432,-8.111984,21.42266,2.369972,0.02804989,0.03650532,1.041844,-3.480017,-23.40394,-43.09876,0.01539062
4.606174844,-9.74925,30.13299,2.369972,0.02035093,0.07499218,1.04197,-3.480017,-23.40394,-43.09876,0.01539062
4.626186507,-12.96314,39.69608,1.088774,0.0203362,0.06751361,1.026597,-2.39116,-23.03678,-42.65497,0.01539062
4.646197700,-16.29831,49.50282,-0.07040489,0.004913745,0.0223047,0.9952897,-2.39116,-23.03678,-42.65497,0.01539062
4.666209217,-17.5111,57.72585,-2.205735,-0.01812032,0.0834309,1.056522,-2.39116,-23.03678,-42.65497,0.01539062
4.686220587,-19.14837,62.65968,-3.79198,-0.04120874,0.01507633,1.055507,-1.663403,-23.02662,-43.08584,0.01539062
4.706232031,-19.39092,72.34459,-2.632801,-0.06432839,-0.02994055,1.024036,-1.663403,-23.02662,-43.08584,0.01539062
4.726243547,-16.66215,81.54221,-1.595641,-0.1259286,-0.02813368,0.99975,0.878592,-22.27246,-43.49889,0.01539062
4.746254741,-15.63128,87.75517,2.308963,-0.1259653,-0.05065957,0.9612881,0.878592,-22.27246,-43.49889,0.01539062
4.766266049,-11.32588,95.24727,4.566312,-0.2183708,-0.01726831,0.9212624,3.119637,-21.89266,-43.4841,0.01539062
4.786277378,-9.506693,98.11011,5.725491,-0.2569078,-0.05397156,0.8665485,3.119637,-21.89266,-43.4841,0.01539062
4.806288863,-7.323671,101.2166,7.372746,-0.279962,-0.0461875,0.9044017,3.119637,-21.89266,-43.4841,0.01539062
4.826300254,-3.745943,104.8713,8.714952,-0.3107953,-0.06019609,0.8576837,5.66131,-21.15031,-43.02899,0.01539062
4.846311667,-0.1682139,107.9168,8.653943,-0.3492522,-0.03661983,0.887667,5.66131,-21.15031,-43.02899,0.01539062
4.866322777,1.893528,110.0487,9.325047,-0.3031318,0.01656232,0.8277981,9.362138,-21.50122,-42.58353,0.01539062
4.886334429,2.318005,112.3634,8.95899,-0.3955466,0.08833861,0.780405,9.362138,-21.50122,-42.58353,0.01539062
4.906345820,0.5594597,113.277,8.104858,-0.4109282,-0.02625199,0.7868637,9.362138,-21.50122,-42.58353,0.01539062
4.926357222,8.321312,99.93745,6.579623,-0.5877599,-0.1926776,0.9809065,14.09101,-21.49208,-41.19847,0.01539062
4.946368634,10.86817,107.8559,7.494764,-0.4954867,0.0281201,0.9003269,14.09101,-21.49208,-41.19847,0.01539062
4.966380015,11.59584,110.5969,6.762651,-0.6186843,-0.02953787,0.8512905,17.06133,-21.49998,-39.32506,0.01539062
4.986391365,8.867067,106.7595,5.359435,-0.5879928,-0.04445132,0.7522832,17.06133,-21.49998,-39.32506,0.01539062
5.006403006,7.593638,99.1456,2.919057,-0.6878624,0.001653664,0.9495929,17.06133,-21.49998,-39.32506,0.01539062
5.026414189,8.139394,90.55709,-2.75482,-0.6725593,0.01766994,0.858147,19.24805,-22.25089,-37.09286,0.01539062
5.046425737,5.410617,75.39016,-6.293366,-0.5955657,0.0384559,0.8829355,19.24805,-22.25089,-37.09286,0.01539062
5.066437285,3.470155,61.07598,-9.892923,-0.703361,-0.02733531,0.8418269,23.31452,-22.98574,-35.22446,0.01539062
5.086448635,-0.6533297,56.99492,-12.88239,-0.7419673,-0.03259089,0.7184274,23.31452,-22.98574,-35.22446,0.01539062
5.106459932,-5.747046,53.7057,-14.52964,-0.6957316,-0.02671553,0.7730733,23.31452,-22.98574,-35.22446,0.01539062
5.126471313,-9.082216,50.4774,-14.83469,-0.7034447,-0.01102517,0.7577102,25.13063,-22.62696,-33.8473,0.01539062
5.146482757,-11.44716,46.63998,-14.59065,-0.7265506,-0.02558659,0.7417864,25.13063,-22.62696,-33.8473,0.01539062
5.166494252,-14.72169,45.1172,-14.77368,-0.7265581,-0.02549639,0.7341289,26.94217,-21.5281,-32.95641,0.01539062
5.186505550,-15.26744,46.63998,-14.65166,-0.7419823,-0.03241049,0.7031123,26.94217,-21.5281,-32.95641,0.01539062
5.206516962,-13.44826,48.8937,-12.76037,-0.7420273,-0.03952824,0.6571091,26.94217,-21.5281,-32.95641,0.01539062
5.226528302,-10.47692,50.53831,-6.598414,-0.7266685,-0.08541508,0.6188016,28.39701,-21.53222,-32.01984,0.01539062
5.246539662,-4.594895,55.2894,-0.009395452,-0.7266627,-0.04721047,0.6267493,28.39701,-21.53222,-32.01984,0.01539062
5.266551158,1.287133,57.36038,6.274576,-0.7497848,-0.0386146,0.5956846,29.48061,-20.45026,-30.20199,0.01539062
5.286562372,4.804223,63.14697,9.447065,-0.8267187,-0.04480423,0.6322724,29.48061,-20.45026,-30.20199,0.01539062
5.306573815,7.41172,66.43618,11.88744,-0.8267348,-0.02164694,0.6171315,29.48061,-20.45026,-30.20199,0.01539062
5.326585155,9.048985,68.87263,14.08378,-0.8191062,-0.005709242,0.548494,31.72353,-20.45567,-28.82787,0.01539062
5.346596588,10.98945,72.77097,14.93791,-0.8422205,-0.004862539,0.5250288,31.72353,-20.45567,-28.82787,0.01539062
5.366608125,10.92881,75.0856,14.93791,-0.8653488,-0.02681233,0.4860745,32.81882,-21.21382,-26.53848,0.01539062
5.386619433,10.56497,74.11102,14.26681,-0.8576436,-0.03475352,0.4938382,32.81882,-21.21382,-26.53848,0.01539062
5.406630762,11.17137,74.47649,11.27735,-0.8653498,-0.003835433,0.4862486,32.81882,-21.21382,-26.53848,0.01539062
5.426642164,8.078754,79.04484,8.836971,-0.8962424,-0.0400993,0.3780962,35.00315,-21.59806,-24.30137,0.01539062
5.446653639,7.35108,82.33405,10.66725,-0.927001,-0.03969197,0.4080696,35.00315,-21.59806,-24.30137,0.01539062
5.466665093,9.473462,85.68418,11.6434,-0.9347373,-0.008413079,0.3698499,35.36864,-21.98789,-22.44435,0.01539062
5.486676286,9.837298,80.56763,14.32782,-0.8578638,-0.001501831,0.2720019,35.36864,-21.98789,-22.44435,0.01539062
5.506687709,9.958577,79.65395,13.90075,-0.9501623,-9.246171E-06,0.3389494,36.46361,-22.75784,-19.2868,0.01539062
5.526699184,7.836196,77.46114,11.27735,-0.9347916,0.02285418,0.3164793,36.46361,-22.75784,-19.2868,0.01539062
5.546710586,5.168059,73.38008,8.714952,-0.9963753,-0.006155205,0.3072762,36.46361,-22.75784,-19.2868,0.01539062
5.566721977,3.106318,66.55801,5.603472,-0.9887424,-0.08212506,0.2379422,37.61924,-23.52658,-16.19099,0.01539062
5.586733441,2.499923,58.5177,3.102086,-0.927177,0.0159954,0.2323526,37.61924,-23.52658,-16.19099,0.01539062
5.606744656,1.347773,53.1575,1.088774,-0.9041022,0.05389452,0.2178203,38.70997,-23.54464,-14.38787,0.01539062
5.626756245,0.9232966,47.06636,-1.595641,-0.9348985,0.05475286,0.209506,38.70997,-23.54464,-14.38787,0.01539062
5.646767720,1.347773,41.21886,-5.866301,-0.9579819,0.03992083,0.2165549,38.70997,-23.54464,-14.38787,0.01539062
5.666779080,0.07434399,33.9095,-10.19797,-0.9195185,0.03923126,0.1944032,39.07585,-23.99559,-12.53166,0.01539062
5.686790471,-2.472514,31.04666,-14.40762,-0.9426249,0.0323288,0.1785376,39.07585,-23.99559,-12.53166,0.01539062
5.706801852,-6.899195,24.65096,-17.27506,-0.9733989,0.04057549,0.1932539,38.71411,-24.37619,-11.67002,0.01539062
5.726813244,-8.172625,16.24519,-19.41039,-0.9734058,0.02534777,0.1854803,38.71411,-24.37619,-11.67002,0.01539062
5.746824688,-7.323671,11.85957,-20.63058,-0.9887919,0.01032371,0.1926934,38.71411,-24.37619,-11.67002,0.01539062
5.766836152,-7.626869,8.753089,-19.59342,-1.019579,-0.02720298,0.1917465,39.79779,-23.21542,-11.15358,0.01539062
5.786847512,-7.808787,5.951165,-16.60396,-1.034943,-0.03483868,0.2219902,39.79779,-23.21542,-11.15358,0.01539062
5.806858872,-6.595998,1.80919,-13.30945,-1.058042,-0.02651342,0.2138982,40.52048,-22.48372,-10.70648,0.01539062
5.826870326,-5.080011,-2.028228,-9.770905,-1.042641,-0.01166976,0.2220002,40.52048,-22.48372,-10.70648,0.01539062
5.846881696,-2.108677,-6.292026,-4.402074,-1.042634,-0.01175996,0.2296577,40.52048,-22.48372,-10.70648,0.01539062
5.866892848,1.832889,-10.31218,0.4176706,-1.06574,-0.01100346,0.2138501,40.51588,-21.74447,-11.13074,0.01539062
5.886904302,4.986141,-18.71795,5.115396,-1.004171,0.002868404,0.2076221,40.51588,-21.74447,-11.13074,0.01539062
5.906915912,8.381951,-31.50934,8.714952,-1.104174,-0.003015737,0.26669,40.15227,-21.73985,-11.62843,0.01539062
5.926927168,10.74689,-45.15349,12.07047,-1.088787,-0.003309602,0.2593608,40.15227,-21.73985,-11.62843,0.01539062
5.946938560,11.11073,-57.15304,15.18195,-1.058006,0.00367143,0.252418,40.15227,-21.73985,-11.62843,0.01539062
5.966949941,10.1405,-67.20341,17.80536,-1.057999,0.01889916,0.2601916,40.51639,-21.72592,-12.49499,0.01539062
5.986961374,8.988346,-80.29937,18.35444,-1.10412,-0.01896507,0.3201766,40.51639,-21.72592,-12.49499,0.01539062
6.006972797,6.19893,-97.47638,17.13425,-1.057902,0.02538551,0.3597976,38.70487,-22.82394,-13.44789,0.01539062
6.026984136,3.833991,-112.5824,14.8159,-1.011725,0.001346617,0.352951,38.70487,-22.82394,-13.44789,0.01539062
6.046995580,0.07434399,-124.3992,12.55855,-0.9270498,0.03743887,0.3627048,38.70487,-22.82394,-13.44789,0.01539062
6.067006940,-5.20129,-134.4496,9.081009,-0.91933,0.03697623,0.3858416,37.98368,-23.50085,-17.9257,0.01539062
6.087018321,-9.870529,-143.6472,4.139246,-0.9038821,0.02064283,0.4396566,37.98368,-23.50085,-17.9257,0.01539062
6.107030045,-12.59931,-152.8448,-1.534631,-0.8730477,0.01167453,0.4862005,36.46922,-23.45999,-21.59102,0.01539062
6.127041322,-14.17593,-160.5806,-6.354376,-0.8191454,0.02537762,0.5104384,36.46922,-23.45999,-21.59102,0.01539062
6.147052714,-17.26854,-163.5043,-9.831914,-0.7498397,0.007970592,0.5424301,36.46922,-23.45999,-21.59102,0.01539062
6.167064022,-19.75476,-161.3724,-12.63835,-0.7036257,-0.00886034,0.5739293,33.19687,-23.41172,-26.56632,0.01539062
6.187075445,-19.39092,-159.4233,-14.8957,-0.7035719,-0.03246864,0.627358,33.19687,-23.41172,-26.56632,0.01539062
6.207087055,-16.41959,-159.0578,-16.35992,-0.6881315,-0.04871184,0.6735154,30.64503,-22.25833,-31.5857,0.01539062
6.227098269,-13.14506,-157.4132,-16.66497,-0.611116,-0.01287856,0.7213926,30.64503,-22.25833,-31.5857,0.01539062
6.247109619,-9.931169,-149.0683,-15.74983,-0.5572123,-0.02981132,0.7453985,26.58141,-21.87245,-34.76125,0.01539062
6.267120969,-7.748148,-138.1043,-14.04156,-0.5187331,-0.04599921,0.7384458,26.58141,-21.87245,-34.76125,0.01539062
6.287132454,-5.928964,-127.6275,-10.44201,-0.457125,-0.05555525,0.7703313,26.58141,-21.87245,-34.76125,0.01539062
6.307143981,-2.048037,-117.8817,-7.02548,-0.4493912,-0.03322139,0.8089573,22.15162,-21.12203,-37.93348,0.01539062
6.327155237,2.014807,-111.0596,-2.449773,-0.4108757,-0.01922444,0.8405244,22.15162,-21.12203,-37.93348,0.01539062
6.347166503,4.440386,-97.65912,1.027765,-0.387753,-0.04313823,0.871473,19.23717,-20.38043,-39.79681,0.01539062
6.367177884,7.957475,-85.53775,2.980067,-0.3877468,-0.01259258,0.8793627,19.23717,-20.38043,-39.79681,0.01539062
6.387189203,11.8384,-79.56843,4.871359,-0.3415561,-0.01383498,0.8880053,19.23717,-20.38043,-39.79681,0.01539062
6.407200730,16.38636,-73.90367,5.298425,-0.3415784,-0.02122334,0.8649747,15.53907,-20.38354,-41.17734,0.01539062
6.427212090,19.96409,-68.78712,4.871359,-0.3030773,-0.0223639,0.8811107,15.53907,-20.38354,-41.17734,0.01539062
6.447223544,22.57159,-64.9497,4.505302,-0.2722658,-0.02340264,0.90474,13.35644,-20.39042,-41.62103,0.01539062
6.467234873,24.75461,-62.57415,3.285114,-0.2491973,-0.01604917,0.882318,13.35644,-20.39042,-41.62103,0.01539062
6.487246337,23.11734,-61.90413,1.820887,-0.2568553,-0.046944,0.9202093,13.35644,-20.39042,-41.62103,0.01539062
6.507257770,20.44921,-59.65041,-2.937848,-0.2337744,0.02150078,0.9135666,10.45081,-21.14081,-41.64366,0.01539062
6.527269235,15.11293,-61.90413,-6.415386,-0.164523,0.03536101,0.8921878,10.45081,-21.14081,-41.64366,0.01539062
6.547280803,10.92881,-61.90413,-10.86907,-0.1490988,0.0422751,0.9232043,8.214679,-22.24806,-42.10234,0.01539062
6.567292049,9.412823,-68.29982,-13.43147,-0.1876053,-0.002447911,0.8990626,8.214679,-22.24806,-42.10234,0.01539062
6.587303461,9.048985,-78.95932,-12.45532,-0.1414738,-0.02594559,0.8462708,8.214679,-22.24806,-42.10234,0.01539062
6.607314800,7.593638,-87.12144,-9.465858,-0.07219294,0.002871764,0.8556381,5.675243,-23.36214,-42.19028,0.01539062
6.627326202,3.288236,-87.97421,-8.916773,-0.08752225,0.06371574,0.9246919,5.675243,-23.36214,-42.19028,0.01539062
6.647337687,-0.4714113,-92.7862,-10.381,-0.07203735,0.06224925,1.016911,3.126443,-23.00448,-42.63067,0.01539062
6.667348912,-8.839659,-88.52241,-11.17412,0.01266233,0.05211712,1.049289,3.126443,-23.00448,-42.63067,0.01539062
6.687360408,-18.23878,-77.13197,-9.587876,0.04352726,0.03512904,1.126405,3.126443,-23.00448,-42.63067,0.01539062
6.707371810,-26.4251,-61.17319,-7.391536,0.09746692,0.0560401,1.188989,0.5214396,-23.39231,-42.21298,0.01539062
6.727383211,-30.48795,-47.40722,-4.463084,0.1360071,0.02381267,1.24318,0.5214396,-23.39231,-42.21298,0.01539062
6.747394520,-28.60813,-32.72757,-0.1924237,0.1360247,-0.02998048,1.258089,-2.757012,-22.66044,-43.51981,0.01539062
6.767405921,-26.78894,-13.84504,6.335585,0.1745099,-0.01562272,1.259026,-2.757012,-22.66044,-43.51981,0.01539062
6.787417198,-24.54528,6.560279,14.63287,0.1821687,-4.581921E-05,1.221018,-2.757012,-22.66044,-43.51981,0.01539062
6.807428496,-23.15057,26.23466,23.05217,0.1051594,-0.005333447,1.181031,-3.48936,-21.93135,-43.5132,0.01539062
6.827440022,-21.75587,40.42702,31.83753,0.03580235,-0.01793086,1.095204,-3.48936,-21.93135,-43.5132,0.01539062
6.847451518,-18.84517,51.0256,40.7449,0.02033393,-0.04728064,1.018068,-3.50124,-20.09799,-43.48866,0.01539062
6.867462847,-11.93227,57.17765,47.88301,-0.04131801,-0.06781925,0.9400054,-3.50124,-20.09799,-43.48866,0.01539062
6.887474093,-1.926759,60.04049,51.60458,-0.05678995,-0.02057939,0.86345,-2.775675,-19.71442,-44.41072,0.01539062
6.907485630,8.018114,56.44671,54.89909,-0.04145589,-0.02024185,0.8025181,-2.775675,-19.71442,-44.41072,0.01539062
6.927497001,18.87258,48.52823,57.27846,-0.03376589,-0.02800265,0.7949667,-2.775675,-19.71442,-44.41072,0.01539062
6.947508496,28.2717,37.38145,57.82755,-0.07225258,-0.01172455,0.7942619,-1.325235,-18.97255,-44.39449,0.01539062
6.967519804,34.76012,22.39724,56.42433,-0.1030037,-0.01140743,0.8318927,-1.325235,-18.97255,-44.39449,0.01539062
6.987531144,39.36872,6.682102,51.23853,-0.1029875,-0.03456472,0.8470337,-0.9544702,-20.07634,-43.97354,0.01539062
7.007542556,35.73035,-1.906405,46.47979,-0.07984382,-0.0204543,0.9012451,-0.9544702,-20.07634,-43.97354,0.01539062
7.027553822,24.93653,-0.1399744,37.45039,-0.06435998,0.00105611,0.993638,-0.9544702,-20.07634,-43.97354,0.01539062
7.047565380,8.685149,3.392886,28.54302,-0.07971524,-0.02964669,1.031365,-1.675099,-21.18652,-43.55739,0.01539062
7.067576803,-7.748148,3.636532,20.73381,-0.05660928,-0.01508526,1.047289,-1.675099,-21.18652,-43.55739,0.01539062
7.087588122,-21.21011,5.098405,10.3012,-0.02581857,0.1065998,1.056532,-2.764117,-21.55958,-43.5671,0.01539062
7.107599669,-19.57284,-3.916481,-2.327754,0.02037688,0.1665389,1.073296,-2.764117,-21.55958,-43.5671,0.01539062
7.127611113,-15.51,-12.50499,-17.45809,0.02040041,-0.0174566,1.087218,-2.764117,-21.55958,-43.5671,0.01539062
7.147622442,-16.66215,-6.231114,-37.04212,-0.06425051,-0.0844553,1.100205,-2.761764,-21.92709,-43.51,0.01539062
7.167633854,-16.48023,-5.073798,-53.94173,-0.1335239,-0.1133629,1.098495,-2.761764,-21.92709,-43.51,0.01539062
7.187645246,-17.02599,-7.81481,-69.13308,-0.1181891,-0.1283432,1.037447,-2.763956,-21.55368,-44.00118,0.01539062
7.207656772,-17.02599,-7.510253,-82.73818,-0.08739454,-0.09090676,1.046052,-2.763956,-21.55368,-44.00118,0.01539062
7.227668133,-14.78233,-8.24119,-95.00108,-0.04893732,-0.122142,1.01601,-2.763956,-21.55368,-44.00118,0.01539062
7.247679409,-12.23547,-8.24119,-104.4575,-0.01813099,-0.1767033,1.031576,-1.677314,-20.81394,-43.98656,0.01539062
7.267690957,-5.504488,-6.962051,-112.3278,-0.03354011,-0.1837977,1.015875,-1.677314,-20.81394,-43.98656,0.01539062
7.287702369,-0.04693495,-4.830152,-115.8663,-0.1181996,-0.2277294,1.021378,-0.590672,-20.07421,-43.97194,0.01539062
7.307713657,6.017012,-3.794658,-116.9645,-0.03357818,-0.1756878,0.9776447,-0.590672,-20.07421,-43.97194,0.01539062
7.327725142,9.291543,-1.358202,-117.1475,-0.01045099,-0.1307611,1.016773,-0.590672,-20.07421,-43.97194,0.01539062
7.347736523,12.74799,-1.23638,-115.5003,-0.04128538,-0.1217928,0.9702293,1.592438,-20.04963,-44.83047,0.01539062
7.367748039,16.32572,-1.906405,-112.0227,0.02030044,-0.1387372,0.9790842,1.592438,-20.04963,-44.83047,0.01539062
7.387759462,20.44921,-6.352937,-109.6433,0.01257483,-0.1764792,0.9479997,3.105565,-19.68588,-43.95074,0.01539062
7.407770635,21.29816,-8.789392,-111.5346,0.0203022,-0.177032,0.978794,3.105565,-19.68588,-43.95074,0.01539062
7.427782120,18.26619,-7.81481,-121.7842,-0.1105317,-0.08213049,0.9996721,3.105565,-19.68588,-43.95074,0.01539062
7.447793501,15.90125,-13.47957,-136.5485,-0.172146,-0.1031201,0.9598967,5.288169,-19.67985,-43.44504,0.01539062
7.467804851,9.352183,-21.15441,-148.0793,-0.08744805,-0.07495743,0.9925651,5.288169,-19.67985,-43.44504,0.01539062
7.487816451,3.712712,-27.36737,-161.0133,-0.01813837,-0.01586502,1.032795,6.740986,-19.30465,-43.43372,0.01539062
7.507827665,-7.626869,-29.80382,-171.934,0.01264252,-0.00888399,1.025852,6.740986,-19.30465,-43.43372,0.01539062
7.527839088,-19.63348,-28.52468,-181.6955,-0.002812217,-0.007778314,0.9642633,6.740986,-19.30465,-43.43372,0.01539062
7.547850458,-29.09324,-30.90023,-187.4914,0.01253078,-0.03816682,0.9107567,8.557783,-18.92059,-43.91689,0.01539062
7.567862027,-40.06898,-30.53476,-187.9794,0.02025342,-0.09990118,0.9334292,8.557783,-18.92059,-43.91689,0.01539062
7.587873428,-48.07339,-25.23547,-188.5895,0.08184136,-0.1627993,0.9419359,10.78711,-16.70152,-44.31165,0.01539062
7.607884716,-50.98409,-20.42347,-190.3588,0.09725083,-0.1633638,0.9575793,10.78711,-16.70152,-44.31165,0.01539062
7.627895972,-51.7724,-16.95152,-189.8707,0.05879537,-0.1704234,0.9873306,11.13185,-13.69226,-45.20013,0.01539062
7.647907457,-51.28729,-15.36782,-184.3799,0.02034026,-0.185142,1.017024,11.13185,-13.69226,-45.20013,0.01539062
7.667918932,-44.43503,-17.56063,-179.0721,0.02032412,-0.1619847,1.001883,11.13185,-13.69226,-45.20013,0.01539062
7.687930406,-37.9466,-19.20524,-171.3239,0.09722137,-0.1783209,0.9268332,12.55845,-9.210759,-46.00216,0.01539062
7.707941590,-36.43062,-7.875722,-164.9179,0.1126545,-0.2021329,0.9652751,12.55845,-9.210759,-46.00216,0.01539062
7.727952992,-29.51772,4.367468,-164.1858,0.06646275,-0.1779136,0.9568065,12.53488,-5.537295,-46.44917,0.01539062
7.747964487,-21.87714,10.03223,-154.3022,0.05880397,-0.1934905,0.994814,12.53488,-5.537295,-46.44917,0.01539062
7.767975826,-12.9025,15.57516,-140.5141,0.02034097,-0.2004599,1.016908,12.53488,-5.537295,-46.44917,0.01539062
7.787987260,-2.533153,16.85431,-131.9728,0.02799799,-0.1465882,0.9791903,12.88204,-2.968461,-46.41321,0.01539062
7.807998713,4.440386,23.92003,-127.8242,0.08952995,-0.1399243,0.9346167,12.88204,-2.968461,-46.41321,0.01539062
7.828009969,7.169162,33.66585,-122.5163,0.08187871,-0.1555914,0.9802816,13.22372,0.382185,-45.43645,0.01539062
7.848021486,11.77776,36.52869,-117.8796,0.06646924,-0.1550269,0.9646382,13.22372,0.382185,-45.43645,0.01539062
7.868032815,15.11293,42.19345,-116.7204,0.05103502,-0.1082381,0.9263704,13.22372,0.382185,-45.43645,0.01539062
7.888044175,14.32462,48.04094,-117.3915,0.02796395,-0.06197879,0.9491986,13.94435,1.49236,-45.8526,0.01539062
7.908055597,12.68735,52.30474,-116.1713,0.02031955,-0.06241817,1.002637,13.94435,1.49236,-45.8526,0.01539062
7.928067031,11.59584,51.26925,-111.9617,-0.002720296,-0.03949658,1.055921,14.66687,2.218163,-44.97143,0.01539062
7.948078453,12.1416,47.24909,-104.8846,0.004948136,-0.06996366,1.025223,14.66687,2.218163,-44.97143,0.01539062
7.968089834,10.80753,43.71623,-101.4681,0.05110079,-0.0630961,0.9956365,14.66687,2.218163,-44.97143,0.01539062
7.988101184,8.685149,46.82271,-102.4442,0.04334939,-0.0316368,0.9421016,16.90282,3.318669,-44.01666,0.01539062
8.008112700,5.835093,46.09177,-98.23458,-0.0258054,-0.01603379,1.063261,16.90282,3.318669,-44.01666,0.01539062
8.028124155,5.835093,37.86874,-89.69326,-0.1104832,0.009145662,1.053971,17.62312,4.417044,-43.56465,0.01539062
8.048135442,2.742481,27.27015,-82.1891,-0.1413642,0.04929103,0.9617142,17.62312,4.417044,-43.56465,0.01539062
8.068146844,-2.411874,23.7982,-76.3932,-0.164472,0.07302442,0.9460807,17.62312,4.417044,-43.56465,0.01539062
8.088158245,-8.233264,20.81355,-67.3028,-0.2182995,0.07373725,0.9985343,18.70446,5.945333,-43.10532,0.01539062
8.108169595,-9.627972,13.80873,-55.0399,-0.2413236,0.08116049,1.067018,18.70446,5.945333,-43.10532,0.01539062
8.128181070,-8.051345,5.890254,-38.62836,-0.1951325,0.07225914,1.075602,19.42474,7.042864,-42.5913,0.01539062
8.148192389,-6.959835,2.418304,-23.49803,-0.1566839,0.06409102,1.038077,19.42474,7.042864,-42.5913,0.01539062
8.168203728,-6.838556,1.565545,-8.794754,-0.1643735,0.06419285,1.045571,19.42474,7.042864,-42.5913,0.01539062
8.188215213,-5.807685,-0.4445314,5.176406,-0.1643574,0.04103554,1.060712,19.05603,7.768179,-42.14901,0.01539062
8.208226469,-2.593793,-3.00281,18.47646,-0.1643416,0.02553722,1.075911,19.05603,7.768179,-42.14901,0.01539062
8.228238173,1.165854,-4.830152,29.21412,-0.110476,0.01671442,1.061687,19.05365,8.134851,-42.1441,0.01539062
8.248249252,3.833991,-5.134709,37.32838,-0.06429893,-0.01498343,1.054782,19.05365,8.134851,-42.1441,0.01539062
8.268260696,6.623407,-6.47476,44.34446,-0.07199471,-0.04542725,1.054386,19.05365,8.134851,-42.1441,0.01539062
8.288272014,9.412823,-7.875722,50.3844,-0.102791,-0.04456892,1.046072,20.14486,8.134497,-41.64321,0.01539062
8.308283458,12.38416,-11.83496,56.85139,-0.1027774,-0.01411346,1.061619,20.14486,8.134497,-41.64321,0.01539062
8.328294943,14.4459,-17.07334,63.74546,-0.1259081,0.0175495,1.023071,19.78378,7.778337,-42.57989,0.01539062
8.348306220,15.23421,-23.65177,72.10374,-0.1336053,0.01774153,1.022907,19.78378,7.778337,-42.57989,0.01539062
8.368317653,14.93101,-30.2302,82.23132,-0.1182263,0.02519683,1.007978,19.43203,5.94875,-43.0401,0.01539062
8.388328971,13.53631,-34.67673,91.74879,-0.1028696,0.02526377,0.9700186,19.43203,5.94875,-43.0401,0.01539062
8.408340581,10.80753,-34.67673,99.19193,-0.07977121,0.0399154,0.9782847,19.43203,5.94875,-43.0401,0.01539062
8.428351921,8.200033,-34.55491,107.1842,-0.08746806,0.03244846,0.9780625,19.44465,4.066923,-43.99563,0.01539062
8.448363114,5.653175,-36.80863,116.8237,-0.06436068,0.01637404,0.9937541,19.44465,4.066923,-43.99563,0.01539062
8.468374547,5.046781,-35.95587,125.182,-0.01819977,0.00783348,0.9717085,18.0015,2.230944,-44.46066,0.01539062
8.488386001,4.440386,-32.24028,133.0522,-0.002812217,-0.007778314,0.9642633,18.0015,2.230944,-44.46066,0.01539062
8.508397445,6.865964,-30.53476,143.2407,0.02031709,-0.008805419,1.003044,18.0015,2.230944,-44.46066,0.01539062
